"id";"title";"artist";"lyrics"
"188";"Aguenta Coração";"José Augusto";"Coração, diz pra mim
Por que é que eu fico sempre desse jeito?
Coração não faz assim,
Você se apaixona e a dor é no meu peito

Pra que que você foi se entregar,
Se na verdade eu só queria uma aventura?
Por que você não para de sonhar?
É um desejo e nada mais

E agora o que é que eu faço pra esquecer tanta doçura?
Isso ainda vai virar loucura.
Não é justo entrar na minha vida
Não é certo não deixar saída, não é não.

Agora aguenta coração, já que inventou essa paixão
Eu te falei que eu tinha medo, amar não é nenhum brinquedo
Agora aguenta coração, você não tem mais salvação
Você apronta e esquece que você sou eu"
"189";"Quem de Nós Dois";"Ana Carolina";"Eu e você
Não é assim tão complicado
Não é difícil perceber
Quem de nós dois
Vai dizer que é impossível
O amor acontecer
Se eu disser
Que já nem sinto nada
Que a estrada sem você
É mais segura
Eu sei você vai rir da minha cara
Eu já conheço o teu sorriso
Leio o teu olhar
Teu sorriso é só disfarce
O que eu já nem preciso
Sinto dizer que amo mesmo
Tá ruim pra disfarçar
Entre nós dois
Não cabe mais nenhum segredo
Além do que já combinamos
No vão das coisas que a gente disse
Não cabe mais sermos somente amigos
E quando eu falo que eu já nem quero
A frase fica pelo avesso
Meio na contra mão
E quando finjo que esqueço
Eu não esqueci nada
E cada vez que eu fujo, eu me aproximo mais
E te perder de vista assim é ruim demais
E é por isso que atravesso o teu futuro
E faço das lembranças um lugar seguro
Não é que eu queira reviver nenhum passado
Nem revirar um sentimento revirado
Mas toda vez que eu procuro uma saída
Acabo entrando sem querer na sua vida
Eu procurei qualquer desculpa pra não te encarar
Pra não dizer de novo e sempre a mesma coisa
Falar só por falar
Que eu já não tô nem aí pra essa conversa
Que a história de nós dois não me interessa
Se eu tento esconder meias verdades
Você conhece o meu sorriso
Lê o meu olhar
Meu sorriso é só disfarce
O que eu já nem preciso
E cada vez que eu fujo, eu me aproximo mais
E te perder de vista assim é ruim demais
E é por isso que atravesso o teu futuro
E faço das lembranças um lugar seguro
Não é que eu queira reviver nenhum passado
Nem revirar um sentimento revirado
Mas toda vez que eu procuro uma saída
Acabo entrando sem querer na sua vida"
"190";"Pintura Íntima";"Kid Abelha";"Vem amor que a hora é essa
Vê se entende a minha pressa
Não me diz que eu tô errado
Eu tô seco, eu tô molhado
Deixa as contas
que no fim das contas
O que interessa pra nós
É
fazer amor de madrugada
Amor com jeito de virada
fazer amor de madrugada
Amor com jeito de virada
Larga logo desse espelho
Não reparou que eu tô até vermelho
Tá ficando tarde no meu edredon
Logo o sono bate
Deixa as contas
que no fim das contas
O que interessa pra nós
É
fazer amor de madrugada
Amor com jeito de virada"
"191";"Beleza Rara";"Banda Eva";"Eu não posso deixar que o tempo te leve jamais para longe de mim
Pois o nosso romance minha vida é tão lindo
És quem manda e desmanda nesse coração que só
Bate em razão de te amar
Daria o mundo a você se preciso
Você tem o aroma das rosas, me envolve em teu
Cheiro e assim faz minar
A imensa vontade de estar ao seu lado
Nem o mar tem o brilho encantante como o dos teus olhos
Minha pedra rara
Eu não vou negar sem você meu mundo pára
Mil voltas e voltas que dei, querendo de uma vez encontrar
Alguém que levasse a sério amar
Mil voltas e voltas que dei, querendo de uma vez encontrar
alguém igual a você beleza rara
Hoje sou feliz e canto
Só por causa de você
Hoje sou feliz, feliz e canto
só porque amo,
amor você"
"192";"Segredos";"Frejat";"Eu procuro um amor que ainda não encontrei Diferente de todos que amei Nos seus olhos quero descobrir uma razão para viver E as feridas dessa vida eu quero esquecer Pode ser que eu a encontre numa fila de cinema, Numa esquina Ou numa mesa de bar. Procuro um amor que seja bom pra mim Vou procurar, eu vou até o fim E eu vou tratá-la bem Pra que ela não tenha medo Quando começar a conhecer os meus segredos Eu procuro um amor, uma razão para viver E as feridas dessa vida eu quero esquecer Pode ser que eu gagueje sem saber o que falar Mas eu disfarço e não saio sem ela de lá Procuro um amor que seja bom pra mim Vou procurar eu vou até o fim E eu vou trata-la bem Pra que ela não tenha medo Quando começar a conhecer os meus segredos Procuro um amor Que seja bom pra mim Vou procurar, eu vou até o fim. Eu procuro um amor Que seja bom pra mim Vou procurar, eu vou até o fim."
"193";"Sufoco";"Alcione";"Não sei se vou aturar
Esses seus abusos
Não sei se vou suportar
Os seus absurdos
Você vai embora
Por ai afora
Distribuindo sonhos
Os carinhos que você me prometeu
Você me desama
E depois reclama
Quando os seus desejos
Já bem cansados
Desagradam os meus
Não posso mais alimentar
A esse amor tão louco
Que sufoco
Eu sei que tenho mil razões até
Para deixar de lhe amar
Não, mas eu não quero
agir assim, meu louco amor
Eu tenho mil razões
Pra lhe perdoar
Por amar
Que sufoco...
Não, mas eu não quero
Agir assim, meu louco amor
Eu tenho mil razões
Para lhe perdoar
Por amar"
"194";"Sentimental Demais";"Altemar Dutra";"Sentimental eu sou
Eu sou demais
Eu sei que sou assim
Porque assim ela me faz
As músicas que eu
Vivo a cantar
Tem o sabor igual
Por isso é que se diz
Como ele é sentimental
Romântico é sonhar
E eu sonho assim
Cantando estas canções
Para quem ama igual a mim
E quem achar alguém
Como eu achei
Verá que é natural
Ficar como eu fiquei
Cada vez mais sentimental"
"195";"Lôraburra";"Gabriel O Pensador";"Existem mulheres que são uma beleza
Mas quando abrem a boca
Hmm que tristeza!
Não não é o seu hálito que apodrece o ar
O problema é o que elas falam que não dá pra agüentar
Nada na cabeça
Personalidade fraca
Tem a feminilidade e a sensualidade de uma vaca
Produzidas com roupinhas da estação
Que viram no anúncio da televisão
Milhões de pessoas transitam pelas ruas mas conhecemos facilmente esse tipo de perua
Bundinha empinada pra mostrar que é bonita
E a cabeça parafinada pra ficar igual paquita

Lôira búrra!
Lôira búrra!
Lôira búrra!
Lôira búrra!

Elas estão em toda parte do meu Rio de Janeiro
E às vezes me interrogo se elas tão no mundo inteiro
À procura de carros
À procura de dinheiro
O lugar dessas cadelas era mesmo no puteiro
Só se preocupam em chamar a atenção
Não pelas idéias mas pelo burrão
Não pensam em nada
Só querem badalar
Estar na moda tirar onda beber e fumar
Cadelinhas de boate ou ratinhas de praia
Apenas os otários aturam a sua laia
E enquanto o playboy te dá dinheiro e atenção
Eu só saio com você se for pra ser o Ricardão

Lôrabúrra!
Lôrabúrra!
Lôrabúrra!
Lôrabúrra!

Não eu não sou machista
Exigente talvez
Mas eu quero mulheres inteligentes
Não vocês
Vocês são o mais puro retrato da falsidade
Desculpa amor
Mas eu prefiro mulher de verdade
Você é medíocre e ainda sim orgulhosa
Lôraburra
Não tá com nada e tá prosa
E o seu jeito forçado de falar é deprimente
Já entendi seu problema
Vocês tão muito carentes
Mas eu só vou te usar
Você não é nada pra mim
(Hmm meu amor
Foi bom pra você?)
...Ah deixa eu dormir
Pra que dar atenção pra quem não sabe conversar?
Pra falar sobre o tempo ou sobre como estava o mar? Não
Eu prefiro dormir
Sai daqui
Eu já fui bem claro mas vou repetir
E pra voce me entender vou ser ate mais direto:
Lôrabúrra, cê não passa de mulher-objeto

Lôrabúrra!
Lôrabúrra!
Lôrabúrra!
Lôrabúrra!

Escravas da moda vocês são todas iguais
Cabelos, sorrisos e gestos artificiais
idéias banais e como dizem os Racionais:
(Mulheres vulgares
Uma noite e nada mais)
Lôrabúrra você e vulgar sim
Seus valores são deturpados você é leviana
Pensa que está com tudo mas se engana em sua frágil cabecinha de porcelana
A sua filosofia é ser bonita e gostosa
Fora disso é uma sebosa tapada e preconceituosa
Seus lindos peitos não merecem respeito
Marionetes alienadas vocês não têm jeito
Eu não sou agressivo
Contundente talvez
O Pensador dá valor às mulheres
Mas não vocês
Vocês são o mais puro retrato da falsidade
Desculpa amor
Mas eu prefiro mulher de verdade

Lôrabúrra!
Lôrabúrra!
Lôrabúrra!
Lôrabúrra!

É o problema não tá no cabelo
Tá na cabeca
Não se esqueça
Nem todas são sócias da farmácia (Lorácia)
Tem muita Lôrabúrra de cabelo preto e castanho por aí
É... Lôrabúrra morena, ruiva, preta...
Lôrabúrra careca
E tem a Lôrabúrra natural também (Loraça belzebúrra)
Cada Lôrabúrra é de um jeito mas todas sao iguais
Cê tá me entendendo?
(Eu gosto é de mulher)

Lôira búrra!
Lôria búrra!
Lôria búrra!
Lôria búrra!"
"196";"Eu Quero Ver o Oco";"Raimundos";"Fizera pouco em tê-lo deixado
Todo quebrado, desfigurado
Irreconhecível até pra mãe
- ""Mãe, olha só que legal,
O carro que eu ganhei no natal,
Tu que me deu e disse cuidado pra que não arranhe"".
- ""Menino doido! Tu quebrou até os friso!
Tem noção do prejuízo?
Acho que teu véi vai te matar"".
Os olhos dele esperando o carro do ano
Um modelo italiano
Que acabaram de inventar
Carrão da porra tu pisava ele voava
Tu freiava ele ancorava
E eu lá dentro a me debater
No bate-bate com a cabeça no volante
Voei pelo vidro da frente
E a raiva preta eu não pude conter
Com o sangue quente cortei a testa
Quebrei os dente e toda aquela gente
Peste! Não vem ninguém me ajudar
Nem se mexiam pior que isso eles riam
Teto preto, o tempo fecha
Ozóvo inflama, hora do pau cantar
Eu quero é ver o oco
Só na mãozada eu deitei seis
Mas detestei matar
Eu quero é ver o oco
Sem controle tocando o fole
É hora de dançar
Meu ódio por automotores começou cedo
Depois que eu tranquei os dedo
Na porta dum opalão
Meu pai de dentro se ria que se mijava
Achou que o filho festejava
Era dia de Cosme e Damião
Depois do dedo foi o braço, a perna, as costas
Tu duvida? Bate uma aposta
Pois muitos vão lhe testemunhar
Tanta fratura que deixa a doutora louca
É pino até no céu da boca
Tu cansa só de tentar contar
Eu quero é ver o oco
É pedir muito uma enfermeira
Vir me ajudar
Eu quero é ver o oco
Uma enfermeira gente boa
Vem me medicar
Eu quero é ver o oco"
"197";"Cartão Postal";"Olodum";"Pelourinho não é mais é
Pelourinho não é mais não
Pelourinho não é mais sim
Pelourinho não é mais aquele
Olha a cara dele (bis)
Você não fica a toa
Tem muita gente boa (bis)
Aqui tudo mudou
São quinze anos que brilhou (bis)
Olodum Filhos do Sol
Reluz e Seduz o meu amor (bis)
Negros conscientizados
cantam e tocam no Pelô (bis)
Pelourinho primeiro mundo
Cartão postal de Salvador (bis)
Passa lá
Passa lá
Passa lá que eu vou
Passa lá
Passa lá
Passa lá no Pelô (bis)"
"198";"Meu Mundo e Nada Mais";"Guilherme Arantes";"Quando eu fui ferido
Vi tudo mudar
Das verdades
Que eu sabia
Só sobraram restos
E eu não esqueci
Toda aquela paz
Que eu tinha
Eu que tinha tudo
Hoje estou mudo
Estou mudado
À meia-noite, à meia luz
Pensando!
Daria tudo por um modo de esquecer
Eu queria tanto
Estar no escuro do meu quarto
À meia-noite, à meia luz
Sonhando!
Daria tudo por meu mundo e nada mais
Não estou bem certo
Se ainda vou sorrir
Sem um travo de amargura
Como ser mais livre
Como ser capaz
De enxergar um novo dia
Eu que tinha tudo
Hoje estou mudo
Estou mudado
À meia-noite, à meia luz
Pensando!
Daria tudo por um modo de esquecer
Eu queria tanto
Estar no escuro do meu quarto
À meia-noite, à meia luz
Sonhando!
Daria tudo por meu mundo e nada mais
Eu queria tanto
Estar no escuro do meu quarto
À meia-noite, à meia luz
Sonhando!
Daria tudo por meu mundo e nada mais"
"199";"Se Eu Não Te Amasse Tanto Assim";"Ivete Sangalo";"Meu coração
Sem direção
Voando só por voar
Sem saber onde chegar
Sonhando em te encontrar
E as estrelas
Que hoje eu descobri
No seu olhar
As estrelas vão me guiar
Se eu não te amasse tanto assim
Talvez perdesse os sonhos
Dentro de mim
E vivesse na escuridão
Se eu não te amasse tanto assim
Talvez não visse flores
Por onde eu vi
Dentro do meu coração
Hoje eu sei
Eu te amei
No vento de um temporal
Mas fui mais
Muito além
Do tempo do vendaval
Nos desejos
Num beijo
Que eu jamais provei igual
E as estrelas dão um sinal
Se eu não te amasse tanto assim
Talvez perdesse os sonhos
Dentro de mim
E vivesse na escuridão
Se eu não te amasse tanto assim
Talvez não visse flores
Por onde eu vi
Dentro do meu coração..."
"200";"Ainda Bem";"Marisa Monte";"Ainda bem
Que agora encontrei você
Eu realmente não sei
O que eu fiz pra merecer
Você
Porque ninguém
Dava nada por mim
Quem dava eu não tava a fim
Até desacreditei
De mim
O meu coração
Já estava acostumado
Com a solidão quem diria
Que ao meu lado você iria ficar
Você veio pra ficar
Você que me faz feliz
Você que me faz cantar
Assim
O meu coração já estava aposentado
Sem nenhuma ilusão
Tinha sido maltratado
Tudo se transformou
Agora você chegou
Você que me faz feliz
Você que me faz cantar
Assim
Ainda bem
Nanananana Nanananaanana...
O meu coração
Já estava acostumado
Com a solidão
Quem diria que ao meu lado
Você iria ficar
Você veio pra ficar
Você que me faz feliz
Você que me faz cantar
Assim
O meu coração já estava aposentado
Sem nenhuma ilusão
Tinha sido maltratado
Tudo se transformou
Agora você chegou
Você que me faz feliz
Você que me faz cantar assim
Nanananana Nanananaanana...
Ainda Bem..."
"201";"Fixação";"Kid Abelha";"Seu rosto na tevê parece um milagre
Uma perfeição nos mínimos detalhes
Eu mudo o canal, eu viro a página
Mas você me persegue por todos os lugares
Eu vejo seu poster na folha central
Beijo sua boca te falo bobagens
fixação, seus olhos no retrato
Fixação, minha assombração
Fixação, fantasmas no meu quarto
Fixação, I want to be alone.
Preciso de uma chance de tocar em você
Captar a vibração que sinto em sua imagem
Fecho os olhos pra te ver você nem percebe
Penso em provas de amor ensaio um show passional
Eu vejo seu poster na folha central
Beijo sua boca te falo bobagens
Fixação, seus olhos no retrato
Fixação, minha assombração
Fixação, fantasmas no meu quarto
Fixação, I want to be alone."
"202";"Mel";"Maria Bethânia";"Ó abelha rainha
Faz de mim um instrumento
De teu prazer, sim, e de tua glória
Pois se é noite de completa escuridão
Provo do favo de teu mel
Cavo a direita claridade do céu
E agarro o sol com a mão
É meio dia, é meia noite, é toda hora
Lambe olhos, torce cabelos
Feticeira vamo-nos embora
É meio dia, é meia noite
Faz zum zum na testa
Na janela, na fresta da telha
Pela escada, pela porta
Pela estrada toda à fora
Anima de vida o seio da floresta
Amor empresta a praia deserta
Zumbe na orelha, concha do mar
Ó abelha boca de mel
Carmim, carnuda, vermelha
Ó abelha rainha
Faz de mim um instrumento
De teu prazer, sim, e de tua glória."
"203";"Cheia de Manias";"Raça Negra";"Cheia de manias Toda dengosa Menina bonita Sabe que é gostosa Com esse seu jeito Faz o que quer de mim Domina o meu coração Eu fico sem saber o que fazer Quero te deixar Você não quer, não quer Então me ajude a segurar Essa barra que é gostar de você Então me ajude a segurar Essa barra que é gostar de você, êh Didididiê Didididiê ê ê Didididiê Se estou na sua casa quero ir pro cinema Você não gosta Um motelzinho você fecha a porta Então me ajude a segurar Essa barra que é gostar de você Então me ajude a segurar Essa barra que é gostar de você, êh Didididiê Didididiê ê ê Didididiê"
"204";"Pescador de Ilusões";"O Rappa";"Se meus joelhos não doessem mais
Diante de um bom motivo
Que me traga fé, que me traga fé
Se por alguns segundos eu observar
E só observar
A isca e o anzol, a isca e o anzol
A isca e o anzol, a isca e o anzol
Ainda assim estarei pronto pra comemorar
Se eu me tornar menos faminto
Que curioso, curioso
O mar escuro, é, trará o medo lado a lado
Com os corais mais coloridos
Valeu a pena, ê ê
Valeu a pena, ê ê
Sou pescador de ilusões
Sou pescador de ilusões (bis)
Se eu ousar catar
Na superfície de qualquer manhã
As palavras de um livro sem final
Sem final, sem final, sem final, final
Valeu a pena, ê ê
Valeu a pena, ê ê
Sou pescador de ilusões
Sou pescador de ilusões (bis)
Se eu ousar catar
Na superfície de qualquer manhã
As palavras de um livro sem final
Sem final, sem final, sem final, final
Valeu a pena, ê ê
Valeu a pena, ê ê
Sou pescador de ilusões
Sou pescador de ilusões (bis)"
"205";"BR-3";"Toni Tornado";"A gente corre na BR-3 A gente morre na BR-3 Há um foguete Rasgando o céu, cruzando o espaço E um Jesus Cristo feito em aço Crucificado outra vez E a gente corre na BR-3 E a gente morre na BR-3 Há um sonho Viagem multicolorida Às vezes ponto de partida E às vezes porto de um talvez E a gente corre na BR-3 E a gente morre na BR-3 Há um crime No longo asfalto dessa estrada E uma notícia fabricada Pro novo herói de cada mês"
"206";"Rosa";"Orlando Silva";"Tu és, divina e graciosa
Estátua majestosa do amor
Por Deus esculturada
E formada com ardor
Da alma da mais linda flor
De mais ativo olor
Que na vida é preferida pelo beija-flor
Se Deus me fora tão clemente
Aqui nesse ambiente de luz
Formada numa tela deslumbrante e bela
O teu coração junto ao meu lanceado
Pregado e crucificado sobre a rósea cruz
Do arfante peito teu
Tu és a forma ideal
Estátua magistral oh alma perenal
Do meu primeiro amor, sublime amor
Tu és de Deus a soberana flor
Tu és de Deus a criação
Que em todo coração sepultas o amor
O riso, a fé, a dor
Em sândalos olentes cheios de sabor
Em vozes tão dolentes como um sonho em flor
És láctea estrela
És mãe da realeza
És tudo enfim que tem de belo
Em todo resplendor da santa natureza
Perdão, se ouso confessar-te
Eu hei de sempre amar-te
Oh flor meu peito não resiste
Oh meu Deus o quanto é triste
A incerteza de um amor
Que mais me faz penar em esperar
Em conduzir-te um dia
Ao pé do altar
Jurar, aos pés do Onipotente
Em prece comovente de dor
E receber a unção da tua gratidão
Depois de remir meus desejos
Em nuvens de beijos
Hei de envolver-te até meu padecer
De todo fenecer"
"207";"Mulher de Fases";"Raimundos";"Que mulher ruim
Jogou minhas ""coisa"" fora
Disse que em sua cama eu não deito mais não
A casa é minha, você que vá embora
Já pra saia da sua mãe e deixa meu colchão
Ela é ""pró"" na arte de pentelhar e aziar
É campeã do mundo
A raiva era tanta que eu nem reparei que a lua diminuia
A doida tá me beijando há horas
Disse que se for sem eu não quer viver mais não
Me diz, Deus, o que é que eu faço agora?
Se me olhando desse jeito ela me tem na mão
""Meu filho, aguenta.
Quem mandou você gostar
Dessa mulher de fases?""
Complicada e perfeitinha,
Você me apareceu.
Era tudo que eu queria,
Estrela da sorte.
Quando à noite ela surgia,
Meu bem, você cresceu...
Meu namoro é na folhinha,
Mulher de fases.
Põe fermento, põe as ""bomba""
Qualquer coisa que aumente e a deixe bem maior que o Sol
Pouca gente sabe que, na noite, o frio é quente e arde e eu acendi
Até sem luz dá pra te enxergar o lençol
fazendo ""congo-blue""
É pena, eu sei, amanhã já vai miar... Se aguente,
Que lá vem chumbo quente!
Complicada e perfeitinha,
Você me apareceu.
Era tudo que eu queria,
Estrela da sorte.
Quando à noite ela surgia,
Meu bem você cresceu...
Meu namoro é na folhinha,
Mulher de fases!
Complicada e perfeitinha,
Você me apareceu.
Era tudo que eu queria,
Estrela da sorte.
Quando à noite ela surgia,
Meu bem você cresceu...
Meu namoro é na folhinha"
"208";"Mais Uma Vez";"Renato Russo";"Mas é claro que o sol vai voltar amanhã
Mais uma vez, eu sei
Escuridão já vi pior, de endoidecer gente sã
Espera que o sol já vem...
Tem gente que está do mesmo lado que você
Mas deveria estar do lado de lá
Tem gente que machuca os outros
Tem gente que não sabe amar
Tem gente enganando a gente
Veja a nossa vida como está
Mas eu sei que um dia a gente aprende
Se você quiser alguém em quem confiar
Confie em si mesmo
Quem acredita sempre alcança!
Mas é claro que o sol vai voltar amanhã
Mais uma vez, eu sei
Escuridão já vi pior, de endoidecer gente sã
Espera que o sol já vem
Nunca deixe que lhe digam que não vale a pena
Acreditar no sonho que se tem
Ou que seus planos nunca vão dar certo
Ou que você nunca vai ser alguém
Tem gente que machuca os outros
Tem gente que não sabe amar
Mas eu sei que um dia a gente aprende
Se você quiser alguém em quem confiar
Confie em si mesmo
Quem acredita sempre alcança!
Quem acredita sempre alcança!
Quem acredita sempre alcança!
Quem acredita sempre alcança!
Quem acredita sempre alcança!
Quem acredita sempre alcança!
Quem acredita sempre alcança!
Quem acredita sempre alcança!"
"209";"All Star";"Cássia Eller";"Estranho seria se eu não me apaixonasse por você
O sal viria doce para os novos lábios
Colombo procurou as Índias
Mas a terra avisto em você
O som que eu ouço são as gírias do seu vocabulário
Estranho é gostar tanto do seu all star azul
Estranho é pensar que o bairro das Laranjeiras
Satisfeito sorri quando chego ali
E entro no elevador
Aperto o 12 que é o seu andar
Não vejo a hora de te reencontrar
E continuar aquela conversa
Que não terminamos ontem
Ficou pra hoje
Estranho mas já me sinto como um velho amigo seu
Seu all star azul combina com meu preto de cano alto
Se o homem já pisou na lua
Como ainda não tenho seu endereço?
O tom que eu canto as minhas músicas pra tua voz
Parece exato
Estranho é gostar tanto do seu all star azul
Estranho é pensar que o bairro das Laranjeiras
Satisfeito sorri quando chego ali
E entro no elevador
Aperto o 12 que é o seu andar
Não vejo a hora de te reencontrar
E continuar aquela conversa
Que não terminamos ontem
Ficou pra Laranjeiras
Satisfeito sorri quando chego ali
E entro no elevador
Aperto o 12 que é o seu andar
Não vejo a hora de te reencontrar
E continuar aquela conversa
Que não terminamos ontem
Ficou pra hoje"
"210";"Só Hoje";"Jota Quest";"Hoje eu preciso te encontrar de qualquer jeito Nem que seja só pra te levar pra casa Depois de um dia normal Olhar teus olhos de promessas fáceis E te beijar a boca de um jeito que te faça rir Que te faça rir Hoje eu preciso te abraçar Sentir teu cheiro de roupa limpa Pra esquecer os meus anseios E dormir em paz Hoje eu preciso ouvir qualquer palavra tua Qualquer frase exagerada que me faça sentir alegria Em estar vivo Hoje eu preciso tomar um café Ouvindo você suspirar Me dizendo que eu sou o causador da tua insônia Que eu faço tudo errado sempre Sempre Hoje preciso de você Com qualquer humor Com qualquer sorriso Hoje só tua presença Vai me deixar feliz Só hoje Hoje eu preciso ouvir qualquer palavra tua Qualquer frase exagerada que me faça sentir alegria Em estar vivo Hoje eu preciso tomar um café Ouvindo você suspirar Me dizendo que eu sou o causador da tua insônia Que eu faço tudo errado sempre Sempre Hoje preciso de você Com qualquer humor Com qualquer sorriso Hoje só tua presença Vai me deixar feliz Só hoje Hoje preciso de você Com qualquer humor Com qualquer sorriso Hoje só tua presença Vai me deixar feliz, feliz Só hoje"
"211";"Dia de Graça";"Candeia";"Hoje é manhã de carnaval (ao esplendor)
As escolas vão desfilar (garbosamente)
Aquela gente de cor com a imponência de um rei, vai pisar na passarela (salve a Portela)
Vamos esquecer os desenganos (que passamos)
Viver alegria que sonhamos (durante o ano)
Damos o nosso coração, alegria e amor a todos sem distinção de cor
Mas depois da ilusão, coitado
Negro volta ao humilde barracão
Negro acorda é hora de acordar
Não negue a raça
Torne toda manhã dia de graça
Negro não humilhe nem se humilhe a ninguém
Todas as raças já foram escravas também
E deixa de ser rei só na folia e faça da sua Maria uma rainha todos os dias
E cante o samba na universidade
E verás que seu filho será príncipe de verdade
Aí então jamais tu voltarás ao barracão"
"212";"A Festa";"Maria Rita";"Já falei tantas vezes do verde nos teus olhos
Todos os sentimentos lhe tocam a alma, alegria ou tristeza
Se espalhando no campo, no canto, no gesto, no sonho, na vida
Mas agora é o balanço, essa dança nos toma, esse som nos abraça, meu amor
O teu corpo moreno vai abrindo caminhos, acelera meu peito
E nem acredito no sonho que vejo
E seguimos dançando o balanço malandro, e tudo rodando
Parece que o mundo foi feito pra nós nesse som que nos toca
Me abraça, me aperta, me prende em tuas pernas
Me prende, me força, me roda, me encanta, me enfeita num beijo
Me abraça, me aperta, me prende em tuas pernas
Me prende, me força, me roda, me encanta, me enfeita num beijo
Pôr do sol e aurora
Norte, sul, leste, oeste
Lua, nuvens, estrelas
A banda toca, parece magia
E é pura beleza, essa música sente, parece que a gente
Se enrola a corrente e então, de repente, você tem a mim
Me abraça, me aperta, me prende em tuas pernas
Me prende, me força, me roda, me encanta, me enfeita num beijo
Me abraça, me aperta, me prende em tuas pernas
Me prende, me força, me roda, me encanta, me enfeita num beijo
Já falei tantas vezes do verde nos teus olhos
Todos os sentimentos lhe tocam a alma, alegria ou tristeza
Se espalhando no campo, no canto, no gesto, no sonho, na vida
Mas agora é o balanço, essa dança nos toma, você tem a mim"
"213";"Acima do Sol";"Skank";"Assim ela já vai
Achar o cara que lhe queira
Como você não quis fazer
Sim, eu sei que ela só vai
Achar alguém pra vida inteira
Como você não quis
Tão fácil perceber
Que a sorte escolheu você
E você cego nem nota
Quando tudo ainda é nada
Quando o dia é madrugada
Você gastou sua cota
Eu não posso te ajudar
Esse caminho não há outro
Que por você faça
Eu queria insistir
Mas o caminho só existe
Quando você passa
Quando muito ainda é pouco
Você quer infantil e louco
Um sol acima do sol
Mas quando sempre é sempre nunca
Quando ao lado ainda é muito mais longe
Que qualquer lugar
Ôo, um dia ela já vai
Achar o cara que lhe queira
Como você não quis fazer
Sim, eu sei que ela só vai
Achar alguém pra vida inteira
Como você não quis
Se a sorte lhe sorriu
Por que não sorrir de volta?
Você nunca olha a sua volta
Não quero estar sendo mau
Moralista ou banal
Aqui está o que me afligia
Ôo, um dia ela já vai
Achar o cara que lhe queira
Como você não quis fazer
Sim, eu sei que ela só vai
Achar alguém pra vida inteira
Como você não quis"
"214";"O Calhambeque";"Roberto Carlos";"Mandei meu cadillac pro mecânico outro dia
Pois há muito tempo um conserto ele pedia
Como vou viver sem meu carango pra correr
Meu cadillac, bip, bip, quero consertar o cadillac
Com muita paciência o rapaz me ofereceu
Um carro todo velho que por lá apareceu
Enquanto o cadillac consertava eu usava
O calhambeque, bip, bip, quero buzinar o calhambeque
Saí da oficina um pouquinho desolado
Confesso que estava até um pouco envergonhado
Olhando para o lado com a cara de malvado
O calhambeque, bip, bip, buzinei assim o calhambeque
E logo uma garota fez sinal para parar
E no meu calhambeque fez questão de passear
Não sei o que pensei, mas eu não acreditei
Que o calhambeque, bip, bip, o broto quis andar no calhambeque
E muitos outros brotos que encontrei pelo caminho
Falavam ""que estouro, que beleza de carrinho""
E fui me acostumando e do carango fui gostando
O calhambeque, bip, bip, quero conservar o calhambeque
Mas o cadillac finalmente ficou pronto
Lavado, consertado, bem pintado, um encanto
Mas o meu coração na hora exata de trocar
O calhambeque, bip, bip
Meu coração ficou com o calhambeque"
"215";"Maria Maria";"Milton Nascimento";"Maria, Maria, É um dom, Uma certa magia Uma força que nos alerta Uma mulher que merece Viver e amar Como outra qualquer Do planeta Maria, Maria, É o som, é a cor, é o suor É a dose mais forte e lenta De uma gente que rí Quando deve chorar E não vive, apenas aguenta Mas é preciso ter força, É preciso ter raça É preciso ter gana sempre Quem traz no corpo a marca Maria, Maria, Mistura a dor e a alegria Mas é preciso ter manha, É preciso ter graça É preciso ter sonho sempre Quem traz na pele essa marca Possui a estranha mania De ter fé na vida..."
"216";"Esse Cara Sou Eu";"Roberto Carlos";"O cara que pensa em você toda hora
Que conta os segundos se você demora
Que está todo o tempo querendo te ver
Porque já não sabe ficar sem você
E no meio da noite te chama
Pra dizer que te ama
Esse cara sou eu
O cara que pega você pelo braço
Esbarra em quem for que interrompa seus passos
Está do seu lado pro que der e vier
O herói esperado por toda mulher
Por você ele encara o perigo
Seu melhor amigo
Esse cara sou eu
O cara que ama você do seu jeito
Que depois do amor você se deita em seu peito
Te acaricia os cabelos, te fala de amor
Te fala outras coisas, te causa calor
De manhã você acorda feliz
Num sorriso que diz
Esse cara sou eu
Esse cara sou eu
Eu sou o cara certo pra você
Que te faz feliz e que te adora
Que enxuga seu pranto quando você chora
Esse cara sou eu
Esse cara sou eu
O cara que sempre te espera sorrindo
Que abre a porta do carro quando você vem vindo
Te beija na boca, te abraça feliz
Apaixonado te olha e te diz
Que sentiu sua falta e reclama
Ele te ama
Esse cara sou eu
Esse cara sou eu
Esse cara sou eu
Esse cara sou eu
Esse cara sou eu"
